0.302085, -0.109534, 0.468269, -2.954639, 0.019490, 0.225046
0.302261, -0.109820, 0.469575, -2.955879, 0.016689, 0.224578
0.302178, -0.109907, 0.470202, -2.956421, 0.015048, 0.224409
0.302165, -0.109902, 0.470226, -2.956445, 0.014968, 0.224420
0.302167, -0.109888, 0.470223, -2.956464, 0.014985, 0.224448
0.302166, -0.109896, 0.470239, -2.956481, 0.014941, 0.224434
0.302168, -0.109899, 0.470228, -2.956466, 0.014966, 0.224425
0.302169, -0.109888, 0.470233, -2.956480, 0.014955, 0.224449
0.302170, -0.109892, 0.470234, -2.956482, 0.014951, 0.224436
0.302168, -0.109901, 0.470239, -2.956476, 0.014932, 0.224415
0.302168, -0.109896, 0.470234, -2.956474, 0.014945, 0.224428
0.302169, -0.109893, 0.470235, -2.956479, 0.014945, 0.224436
0.302169, -0.109896, 0.470233, -2.956480, 0.014949, 0.224424
0.302169, -0.109899, 0.470239, -2.956474, 0.014931, 0.224413
0.302170, -0.109892, 0.470235, -2.956486, 0.014945, 0.224433
0.302170, -0.109893, 0.470237, -2.956484, 0.014941, 0.224431
0.302170, -0.109897, 0.470237, -2.956481, 0.014938, 0.224419
0.309084, -0.107070, 0.465688, -2.952036, 0.019438, 0.221181
0.313204, -0.104765, 0.461826, -2.943035, 0.023325, 0.217933
0.318620, -0.101620, 0.455202, -2.943131, 0.027507, 0.205281
0.324061, -0.098913, 0.449037, -2.938446, 0.035719, 0.188440
0.330305, -0.095405, 0.441823, -2.940623, 0.036439, 0.172382
0.337850, -0.091802, 0.432903, -2.949319, 0.031233, 0.158927
0.345489, -0.088306, 0.424408, -2.961697, 0.029475, 0.143447
0.355491, -0.082709, 0.412930, -2.975416, 0.027408, 0.128952
0.363938, -0.077270, 0.402505, -2.983185, 0.020590, 0.115907
0.373451, -0.069142, 0.389318, -2.990470, 0.022623, 0.106164
0.381874, -0.061212, 0.378241, -3.001031, 0.020080, 0.100175
0.390383, -0.052332, 0.367035, -3.009861, 0.025251, 0.094902
0.398610, -0.042993, 0.357028, -3.019434, 0.024398, 0.090360
0.407394, -0.032786, 0.347234, -3.027592, 0.027928, 0.086841
0.414000, -0.023664, 0.339204, -3.035997, 0.029380, 0.086372
0.420954, -0.014020, 0.328691, -3.045244, 0.030895, 0.083734
0.427383, -0.005007, 0.321965, -3.052446, 0.025991, 0.076310
0.434363, 0.003401, 0.314365, -3.065968, 0.012638, 0.068262
0.441449, 0.010181, 0.306915, -3.073748, -0.009532, 0.060760
0.448882, 0.016608, 0.302616, -3.076260, -0.025890, 0.051054
0.455817, 0.021732, 0.295846, -3.070659, -0.034212, 0.035846
0.463709, 0.026271, 0.290969, -3.060376, -0.048655, 0.011922
0.471604, 0.029685, 0.285024, -3.046910, -0.062062, -0.012238
0.478688, 0.032793, 0.279693, -3.032916, -0.056600, -0.034387
0.485529, 0.035707, 0.272546, -3.019277, -0.046892, -0.056754
0.491117, 0.037835, 0.265411, -3.007119, -0.032118, -0.077623
0.496819, 0.040155, 0.259819, -2.992422, -0.023107, -0.097586
0.502690, 0.041406, 0.251376, -2.973334, -0.014439, -0.120806
0.507943, 0.043368, 0.246258, -2.957172, 0.001003, -0.139088
0.513693, 0.045112, 0.239695, -2.940645, 0.016886, -0.160139
0.519154, 0.046748, 0.234361, -2.925789, 0.026414, -0.179613
0.523983, 0.047946, 0.228105, -2.912743, 0.042211, -0.196313
0.528816, 0.048520, 0.222135, -2.900940, 0.050374, -0.210740
0.532859, 0.047865, 0.215276, -2.897189, 0.048837, -0.227700
0.537376, 0.047600, 0.210683, -2.893572, 0.047436, -0.242366
0.541335, 0.046425, 0.205793, -2.891938, 0.041040, -0.261866
0.545141, 0.045511, 0.202333, -2.885669, 0.033436, -0.276281
0.547986, 0.043011, 0.197490, -2.882917, 0.029533, -0.293235
0.550916, 0.041983, 0.196171, -2.879726, 0.019026, -0.307966
0.554066, 0.038773, 0.192554, -2.884913, -0.007980, -0.326354
0.557037, 0.036493, 0.190719, -2.881878, -0.024642, -0.342232
0.559667, 0.034874, 0.190523, -2.871763, -0.046409, -0.362015
